name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"23.077302, 76.851043",2022-08-08,29.8,24,26.3,35.1,24,27.8,23.9,87.1,2,100,4.17,rain,0,0,30.2,20.5,5.9,998.8,91,6.7,232.4,20,8,30,2022-08-08T05:56:05,2022-08-08T19:00:16,0.37,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-09,29,23.7,25.4,33.6,23.7,25.8,23.7,91,28,100,16.67,rain,0,0,30.2,20.5,55.7,997.5,83.8,9,282.9,24.5,9,60,2022-08-09T05:56:29,2022-08-09T18:59:36,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-10,29,24,25.3,33.6,24,26,23.9,92.1,20,100,8.33,rain,0,0,30.2,14.8,5.2,995.6,94.5,4.8,187.4,16.1,7,30,2022-08-10T05:56:53,2022-08-10T18:58:54,0.44,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-11,26,23.1,24.2,26,23.1,24.2,23.4,95.5,64,100,20.83,rain,0,0,43.2,22.3,207.2,997.3,95.8,7.4,90.8,7.8,6,30,2022-08-11T05:57:16,2022-08-11T18:58:12,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-12,30,23.1,25.4,34.1,23.1,26.4,23,87.1,4,100,4.17,rain,0,0,43.9,24.1,200.5,1000.8,85,7.8,187.6,16.1,8,30,2022-08-12T05:57:40,2022-08-12T18:57:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-13,28.1,22.5,24.8,31.8,22.5,25.3,22.7,88.6,15,100,8.33,rain,0,0,43.6,20.5,218.5,1002.7,82.5,7.8,189,16.3,8,60,2022-08-13T05:58:03,2022-08-13T18:56:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-14,27.8,22.8,24.7,30.8,22.8,25,22.8,89.9,1,100,4.17,rain,0,0,45.4,25.9,267.9,1003.9,91.3,8.5,123.8,10.7,7,10,2022-08-14T05:58:26,2022-08-14T18:55:59,0.57,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-15,25,22.5,23.4,25,22.5,23.4,22.8,96.4,104,100,33.33,rain,0,0,55.1,25.9,261.5,1001.5,100,5,89,8,8,30,2022-08-15T05:58:49,2022-08-15T18:55:13,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-16,25,22,23.3,25,22,23.3,22.2,93.8,72,100,20.83,rain,0,0,67,42.1,189.5,1002,96.1,4.1,31.8,2.5,1,10,2022-08-16T05:59:11,2022-08-16T18:54:26,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-17,28,21.7,24.8,31.3,21.7,25.7,22.2,86.2,0.6,100,4.17,rain,0,0,42.1,23.4,177.8,1005.5,64.6,9.9,232.5,19.9,9,30,2022-08-17T05:59:33,2022-08-17T18:53:39,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-18,29,21.2,25.6,32.6,21.2,26.7,22.1,81.9,0,0,0,rain,0,0,36.7,18.4,204.1,1006.1,44.1,8.6,208.5,17.9,8,30,2022-08-18T05:59:55,2022-08-18T18:52:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-19,29.9,21.9,25.6,34.1,21.9,26.7,22.4,83.7,0.9,100,4.17,rain,0,0,40.7,22.3,246.2,1005.9,45,10,229.8,19.7,8,30,2022-08-19T06:00:17,2022-08-19T18:52:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-20,29,22,24.5,32.8,22,25.2,22.3,88.4,4,100,4.17,rain,0,0,40.3,18.4,278.4,1005.4,84,8.2,197.5,17,7,30,2022-08-20T06:00:39,2022-08-20T18:51:12,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-21,24.1,22,23.2,24.1,22,23.2,22.4,95.6,128,100,25,rain,0,0,61.9,29.5,275.5,1002.3,96.8,7.1,33.8,2.9,2,10,2022-08-21T06:01:00,2022-08-21T18:50:21,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-22,22.6,21,21.9,22.6,21,21.9,21.3,96.5,256,100,33.33,rain,0,0,65.2,46.4,262.2,998,100,2.5,4.3,0.2,0,10,2022-08-22T06:01:21,2022-08-22T18:49:30,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-23,26,20.9,23.7,26,20.9,23.7,21.8,89.6,10.8,100,12.5,rain,0,0,63.7,36,194.2,1002.1,89.9,6.2,94.2,8,4,10,2022-08-23T06:01:42,2022-08-23T18:48:38,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-24,29.7,21.5,24.7,32.9,21.5,25.3,21.7,84.3,3,100,4.17,rain,0,0,32.8,18.4,182,1007.3,77,9.6,168.8,14.6,7,30,2022-08-24T06:02:03,2022-08-24T18:47:45,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-25,27.2,21.5,23.9,29.5,21.5,24,21.9,89.2,5,100,8.33,rain,0,0,23.8,14.8,265.7,1007.4,74.6,10.1,231.3,20,9,30,2022-08-25T06:02:24,2022-08-25T18:46:52,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-26,30,22,25.4,31.9,22,26.1,21.3,79.3,0.4,100,4.17,rain,0,0,32.8,20.5,271.1,1007,42.5,9,284.1,24.5,9,30,2022-08-26T06:02:44,2022-08-26T18:45:58,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-27,29,21.4,25.2,32.7,21.4,26.2,21.9,82.7,0.1,100,4.17,rain,0,0,29.2,16.6,292.1,1006.7,38.6,13,294.2,25.4,10,30,2022-08-27T06:03:04,2022-08-27T18:45:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-28,29,21.8,25.5,32.1,21.8,26.5,22.1,82.1,1.4,100,12.5,rain,0,0,34.6,16.6,283.7,1007.3,89.5,8.5,198.1,17.2,7,10,2022-08-28T06:03:24,2022-08-28T18:44:09,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-29,30,22.6,25.1,33.6,22.6,25.9,22.4,85.7,1.8,100,12.5,rain,0,0,24.1,18.4,315.5,1009.2,91.1,10.6,109.1,9.3,6,10,2022-08-29T06:03:44,2022-08-29T18:43:14,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-30,31,23,26,35.5,23,27.5,22.8,83.4,0.1,100,4.17,rain,0,0,15.8,13,324.9,1009.8,76.4,9.7,269,23.2,9,60,2022-08-30T06:04:03,2022-08-30T18:42:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-08-31,32,23,27,38,23,29.2,23.1,80.6,2.5,100,8.33,rain,0,0,13,13,290.5,1008.1,48.7,10.5,285.7,24.7,9,60,2022-08-31T06:04:23,2022-08-31T18:41:21,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-01,31,24,26,37.7,24,27.4,23.4,85.8,6,100,4.17,rain,0,0,11.9,22.3,247.5,1008.3,65,8,264.3,22.8,9,60,2022-09-01T06:04:42,2022-09-01T18:40:24,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-02,31.3,23,26.8,36.3,23,28.5,22.8,80.2,2.9,100,12.5,rain,0,0,10.4,11.2,211.9,1009.2,57.7,11.2,250,21.5,9,75,2022-09-02T06:05:01,2022-09-02T18:39:27,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-03,33,24,27.7,39.6,24,30.3,23.5,78.9,1.4,100,16.67,rain,0,0,15.5,16.6,251,1007.5,49.9,11.5,247.8,21.5,9,60,2022-09-03T06:05:20,2022-09-03T18:38:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-04,31,23,25.8,35.5,23,27,23,85.1,28,100,12.5,rain,0,0,29.5,22.3,255.7,1006.9,73.8,9.4,234.8,20.2,9,60,2022-09-04T06:05:39,2022-09-04T18:37:31,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-05,31,23,26.2,35.5,23,27.4,22.5,81.5,0,0,0,rain,0,0,25.2,14.8,253.5,1007.8,74.4,7.6,273.7,23.6,9,30,2022-09-05T06:05:58,2022-09-05T18:36:32,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-06,32,22.5,26,37.1,22.5,27.1,22.4,81.6,22,100,8.33,rain,0,0,13.7,14.8,315.2,1008,57.3,11.1,286.5,24.6,9,30,2022-09-06T06:06:16,2022-09-06T18:35:33,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-07,32.8,23.2,27.7,38,23.2,30.2,22.7,75.6,0.2,100,4.17,rain,0,0,18.7,11.5,30.2,1008.4,37.2,8.3,270.8,23.3,9,60,2022-09-07T06:06:35,2022-09-07T18:34:34,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-08,32.5,24.2,28.2,37.5,24.2,30.6,22.7,73.6,0,0,0,rain,0,0,24.8,16.6,35.5,1008.3,50.5,8.3,278,23.9,9,75,2022-09-08T06:06:53,2022-09-08T18:33:35,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-09,33.5,23.9,28,39.7,23.9,30.4,23.1,76.5,2.6,100,12.5,rain,0,0,28.4,13,65.1,1007.2,57.2,10.4,254.1,22,9,60,2022-09-09T06:07:12,2022-09-09T18:32:35,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-10,32,24,27.3,37.2,24,29.4,23.6,80.9,0.9,100,8.33,rain,0,0,19.1,22.3,33.4,1006.2,60.1,9.1,268.4,23.1,9,60,2022-09-10T06:07:30,2022-09-10T18:31:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-11,33,24,27.7,37,24,30.1,23.3,78,0,0,0,rain,0,0,27,24.1,11,1003.1,67.4,7.8,270.1,23.2,9,75,2022-09-11T06:07:48,2022-09-11T18:30:35,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-12,31.1,23.3,26.7,35.8,23.3,28.2,22.9,81.2,4,100,4.17,rain,0,0,28.8,24.1,1.9,1000.7,73.3,7,216.1,18.6,8,60,2022-09-12T06:08:07,2022-09-12T18:29:34,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-13,27,22.7,24.5,29.7,22.7,24.9,23.2,92.6,30,100,8.33,rain,0,0,37.1,16.6,258,1001.5,93.1,8.1,170.1,14.7,7,30,2022-09-13T06:08:25,2022-09-13T18:28:34,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-14,26,22.2,23.9,26,22.2,23.9,23.1,95,26,100,12.5,rain,0,0,45,22.7,212.1,1003.8,92.3,4.2,48.3,4,3,30,2022-09-14T06:08:43,2022-09-14T18:27:33,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-15,27,22.3,24.4,29.4,22.3,24.6,22.7,90.5,18,100,8.33,rain,0,0,47.9,22.3,202.9,1004.7,92.8,7.8,155.6,13.4,6,30,2022-09-15T06:09:01,2022-09-15T18:26:32,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-16,27.3,22.3,23.9,30.4,22.3,24.1,22.7,92.9,22,100,12.5,rain,0,0,42.5,20.9,229.8,1003.6,96.3,8.3,121.6,10.5,7,30,2022-09-16T06:09:19,2022-09-16T18:25:31,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-17,29,21.5,24.8,32.4,21.5,25.4,21.8,84.5,0.1,100,4.17,rain,0,0,32.4,18,237.1,1006.1,71.9,8.5,143.1,12.4,5,60,2022-09-17T06:09:37,2022-09-17T18:24:30,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-18,31,20.8,25.8,33.8,20.8,27,21.2,77.2,0,0,0,,0,0,21.6,18.4,290.1,1008.3,24.1,9,276.2,23.8,9,30,2022-09-18T06:09:56,2022-09-18T18:23:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-19,32,21.9,26.5,35.4,21.9,27.7,21.5,75.5,0.5,100,8.33,rain,0,0,20.9,22.3,307.6,1007.6,34.6,9.8,270.3,23.4,9,30,2022-09-19T06:10:14,2022-09-19T18:22:28,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-20,32,21.7,26,35,21.7,27,21.4,77.2,0,0,0,rain,0,0,34.9,29.5,301.2,1006.4,51.8,10,257.4,22.1,9,30,2022-09-20T06:10:32,2022-09-20T18:21:27,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-21,30.1,21.5,25,33.6,21.5,26.1,22.1,84.7,0.4,100,8.33,rain,0,0,46.1,25.9,292.6,1005.5,72.6,8.9,245.7,21.3,9,30,2022-09-21T06:10:51,2022-09-21T18:20:26,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-22,26.2,21.9,23.9,26.2,21.9,23.9,21.7,87.6,0.5,100,8.33,rain,0,0,51.8,25.9,247.9,1006,87.2,7.5,160.4,13.7,7,10,2022-09-22T06:11:09,2022-09-22T18:19:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-23,23,21,22.1,23,21,22.1,20.8,92.2,0,0,0,rain,0,0,55.1,24.5,227.4,1006.4,93.5,9.2,28.8,2.6,1,10,2022-09-23T06:11:28,2022-09-23T18:18:24,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-24,29,21.2,24.8,31.4,21.2,25.5,20.7,78.8,0,0,0,rain,0,0,46.8,22.3,219.4,1007,72.6,8.2,237.5,20.5,9,30,2022-09-24T06:11:47,2022-09-24T18:17:23,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-25,29,20.5,24.8,31.4,20.5,25.6,20,75.3,0,0,0,rain,0,0,24.1,16.6,241.4,1008.6,33.6,9.2,243.4,21.2,9,10,2022-09-25T06:12:06,2022-09-25T18:16:22,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-26,31,21.3,25.9,33.1,21.3,26.7,20.3,73.1,1.3,100,4.17,rain,0,0,15.5,14.8,310.2,1010.2,53.9,9,266.3,23,9,10,2022-09-26T06:12:25,2022-09-26T18:15:22,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-27,32,21.5,26.4,35.2,21.5,27.6,21.2,74.7,0.3,100,8.33,rain,0,0,17.3,20.5,333.5,1009,42.4,9.2,250.6,21.6,9,30,2022-09-27T06:12:44,2022-09-27T18:14:22,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-28,32.3,21.5,27,34,21.5,27.9,20.4,69.7,0.1,100,4.17,rain,0,0,17.6,14.8,3.6,1008,30.8,10.1,266.7,22.9,9,30,2022-09-28T06:13:04,2022-09-28T18:13:22,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-29,33,22.4,27.4,34.7,22.4,28.3,20.2,67.1,0.2,100,8.33,rain,0,0,36.7,11.9,14.1,1007.9,26.8,10.8,266.2,23,9,30,2022-09-29T06:13:23,2022-09-29T18:12:22,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-09-30,33,22,27.1,34.8,22,27.7,19.4,64.9,0,0,0,,0,0,19.1,18.4,333,1008.1,17.3,10,267.3,23.1,9,30,2022-09-30T06:13:43,2022-09-30T18:11:22,0.16,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-01,34,22.1,26.8,33.7,22.1,27.3,18.7,63.6,0,0,0,,0,0,22,20.5,305.1,1007.8,9.9,10.8,266,23,9,30,2022-10-01T06:14:03,2022-10-01T18:10:23,0.19,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-02,32,21.2,26.5,33.5,21.2,27.2,19.1,65.5,0,0,0,rain,0,0,32.4,22.3,298.3,1008.2,28.2,10.9,265,23,9,30,2022-10-02T06:14:23,2022-10-02T18:09:24,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-03,33,21,26.5,33.2,21,26.4,17.2,60.3,0,0,0,,0,0,40,20.5,316.2,1009,31.3,10.2,264.6,22.8,9,10,2022-10-03T06:14:44,2022-10-03T18:08:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-04,31.3,20.7,26.1,33.5,20.7,26.7,18.6,64.9,0,0,0,,0,0,36,24.1,330.4,1009.1,63.2,10.2,262.7,22.8,9,10,2022-10-04T06:15:05,2022-10-04T18:07:27,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-05,29.3,21.8,25,32.9,21.8,25.6,21.5,82.1,3,100,4.17,rain,0,0,25.6,14.4,341.6,1007.7,80.1,10.8,233.9,20.2,8,30,2022-10-05T06:15:26,2022-10-05T18:06:29,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-06,30.3,22.1,25.4,35.3,22.1,26.5,22.3,84.4,46,100,12.5,rain,0,0,42.8,18.4,58,1006.8,83.6,10.4,180.6,15.6,8,60,2022-10-06T06:15:48,2022-10-06T18:05:31,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-07,29.1,21.1,24.6,32.5,21.1,25.4,22.1,87,19,100,16.67,rain,0,0,46.4,22.3,110.3,1007.9,91,9.9,146,12.7,7,30,2022-10-07T06:16:09,2022-10-07T18:04:34,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-08,29.1,21.5,25.2,33,21.5,26.2,22.1,83.3,2,100,8.33,rain,0,0,49.7,24.1,130.1,1008.5,82.8,9.2,187.7,16.2,6,60,2022-10-08T06:16:31,2022-10-08T18:03:38,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-09,30.3,21.6,26,34.4,21.6,27.2,22.2,80.9,1.2,100,4.17,rain,0,0,29.5,18.4,156.2,1010.3,69.2,8.9,164.4,14.1,6,60,2022-10-09T06:16:54,2022-10-09T18:02:42,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-10,30,22.1,24.9,33.7,22.1,25.8,22.2,85.7,55,100,12.5,rain,0,0,8.6,14.8,171.5,1011.7,73.3,8.9,237.5,20.4,8,60,2022-10-10T06:17:17,2022-10-10T18:01:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-11,29,21,24.9,32.1,21,25.7,21.4,81.6,13,100,8.33,rain,0,0,16.6,11.2,180,1010.8,70.6,7.3,203.2,17.5,7,30,2022-10-11T06:17:40,2022-10-11T18:00:52,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-12,31,22,25.8,32.2,22,26.2,19,68.8,0,0,0,,0,0,12.2,13,317.5,1011.6,40.9,9.1,254,22,9,10,2022-10-12T06:18:03,2022-10-12T17:59:57,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-13,31,19.5,24.6,29.6,19.5,24.4,14.8,58.5,0,0,0,,0,0,26.3,16.6,11.2,1013.2,54.9,9.3,236.2,20.5,8,10,2022-10-13T06:18:27,2022-10-13T17:59:04,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-14,30,17,23.4,29.5,17,23.2,14.3,59.9,0,0,0,,0,0,20.9,13.7,25.9,1013.3,0.6,8.7,262.8,22.7,9,10,2022-10-14T06:18:51,2022-10-14T17:58:10,0.64,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-15,30,18,23.4,28.6,18,23.1,12.8,54.8,0,0,0,,0,0,21.6,16.6,25.2,1012.8,4.3,9.4,261.3,22.5,9,10,2022-10-15T06:19:16,2022-10-15T17:57:18,0.67,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-16,30,17,23.7,28.8,17,23.4,12.6,52.9,0,0,0,,0,0,15.5,13,21,1014.4,4.1,8.7,257.2,22.1,9,10,2022-10-16T06:19:41,2022-10-16T17:56:26,0.71,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-17,30.1,18.6,24.3,30.9,18.6,24.6,16.6,63.3,0,0,0,,0,0,19.8,11.2,34,1014.8,25.2,8.6,189.5,16.4,8,10,2022-10-17T06:20:07,2022-10-17T17:55:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-18,31,20,25,30.6,20,25,15.4,57.1,0,0,0,,0,0,19.8,16.6,52.9,1013.5,14.8,8.4,242,21.1,8,10,2022-10-18T06:20:33,2022-10-18T17:54:45,0.77,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-19,31,19,24.6,29.3,19,24.2,12.7,51.1,0,0,0,,0,0,18.7,22.3,59.8,1013.6,0.8,8.6,248.8,21.5,9,10,2022-10-19T06:21:00,2022-10-19T17:53:56,0.8,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-20,30.3,17,23.7,29.4,17,23.5,13.6,55.5,0,0,0,,0,0,15.5,13,90.3,1014.4,7.7,10.7,250.8,21.7,9,10,2022-10-20T06:21:26,2022-10-20T17:53:07,0.83,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-21,31,18,23.9,29,18,23.6,11.1,48.2,0,0,0,,0,0,25.9,10.8,52.8,1016.1,7.8,10,244.9,21.2,9,10,2022-10-21T06:21:54,2022-10-21T17:52:19,0.87,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-22,31.1,16.4,23.2,29.3,16.4,22.9,10.8,48,0,0,0,,0,0,19.8,14.4,72.8,1017.2,0.9,17.6,248.2,21.5,9,10,2022-10-22T06:22:22,2022-10-22T17:51:32,0.9,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-23,31,16.5,23.8,29.3,16.5,23.3,9.4,43.5,0,0,0,,0,0,18.7,18.4,4.6,1016,0,11.7,246.1,21.2,9,10,2022-10-23T06:22:50,2022-10-23T17:50:46,0.93,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-24,32.8,15,22.6,31.1,15,22.2,8.9,45,0,0,0,,0,0,21.6,24.1,342.1,1012.4,0,9.9,248,21.4,9,10,2022-10-24T06:23:19,2022-10-24T17:50:01,0.96,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-25,30.8,15,22.8,29,15,22.3,9,44.7,0,0,0,,0,0,17.3,18.4,313,1011.9,0,10.6,246.9,21.3,9,10,2022-10-25T06:23:48,2022-10-25T17:49:17,0,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
"23.077302, 76.851043",2022-10-26,32,16,24.4,29.9,16,23.8,8.8,41.3,0,0,0,,0,0,8.6,11.2,271.3,1014.6,0,9.3,242.3,21,9,10,2022-10-26T06:24:18,2022-10-26T17:48:34,0.03,Clear,Clear conditions throughout the day.,clear-day,"VABP,42667099999,remote"
