name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Pakkil, kottayam, kerala",2022-07-19,30.4,23,25.9,38.7,23,27.8,24,89.8,2.3,100,25,rain,0,0,25.2,22.3,308,1008.4,83.8,5.1,261.7,22.4,8,30,2022-07-19T06:11:56,2022-07-19T18:48:32,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-20,29.3,25,26.6,35.6,25,28.6,24.9,90.8,0.2,100,4.17,rain,0,0,24.8,25.9,292.1,1008.1,89.4,5.3,242.8,20.9,8,30,2022-07-20T06:12:09,2022-07-20T18:48:27,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-07-21,31,24,27.3,39.2,24,29.8,24.4,85,1.8,100,41.67,rain,0,0,32,24.1,313,1007.9,62.3,5.3,272.5,23.5,9,10,2022-07-21T06:12:21,2022-07-21T18:48:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-22,30,25,26.8,36.2,25,28.5,24.8,89.6,2.6,100,45.83,rain,0,0,25.2,25.9,312.8,1008.6,72.9,4.8,230.7,19.9,8,10,2022-07-22T06:12:33,2022-07-22T18:48:14,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-23,30,25,26.2,36.1,25,27.7,24.5,90.7,3,100,4.17,rain,0,0,22,22.3,283.7,1008.4,89.8,4.3,238.8,20.6,8,10,2022-07-23T06:12:44,2022-07-23T18:48:07,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-24,30,24,26.7,36.8,24,28.9,24.2,86.8,3,100,4.17,rain,0,0,22.7,22.3,319.4,1008.4,73.1,5,237.2,20.5,9,10,2022-07-24T06:12:56,2022-07-24T18:47:58,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-25,31.3,24,27.5,38.7,24,29.8,24.2,83.2,0,0,0,,0,0,30.2,22.3,318.8,1008.6,50,5.4,283.1,24.4,9,10,2022-07-25T06:13:06,2022-07-25T18:47:49,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-26,31,25,27.2,36.9,25,29.3,24.4,85.5,0.5,100,12.5,rain,0,0,31.7,22.3,320.6,1009,71.7,5.3,210.4,18.2,9,10,2022-07-26T06:13:17,2022-07-26T18:47:39,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-27,30.1,24.8,26.9,38.3,24.8,28.9,24.8,88.9,12,100,12.5,rain,0,0,21.2,20.5,309.8,1008.2,82.7,4.7,260.3,22.6,9,30,2022-07-27T06:13:27,2022-07-27T18:47:28,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-28,31.5,23,26.9,40.3,23,29.9,24.4,87,4.8,100,25,rain,0,0,17.3,18.4,306.4,1008.1,81.3,5.4,278.4,24,10,30,2022-07-28T06:13:37,2022-07-28T18:47:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-29,32.2,23,27.4,41.4,23,31,24.8,87,2,100,4.17,rain,0,0,15.8,14.8,296.7,1007.6,72.7,5.2,255.7,22.1,9,75,2022-07-29T06:13:46,2022-07-29T18:47:04,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-30,32,25.4,27.6,40.5,25.4,30.5,25.7,89.7,0.8,100,4.17,rain,0,0,20.2,18.4,326.1,1007.5,81.3,4.6,273.9,23.5,10,60,2022-07-30T06:13:55,2022-07-30T18:46:51,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,ATVK,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-07-31,32.4,24,27.3,43.4,24,30.3,25.1,88.6,2,100,4.17,rain,0,0,22.7,24.1,303.7,1005.7,84.5,4.9,279.9,24.3,9,30,2022-07-31T06:14:03,2022-07-31T18:46:36,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-01,26.3,23.4,24.8,26.3,23.4,24.8,24.1,95.9,173,100,25,rain,0,0,49,33.5,260.3,1006.3,98.8,4,136.7,11.7,7,30,2022-08-01T06:14:11,2022-08-01T18:46:22,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-02,26.3,23,24.3,26.3,23,24.3,23.5,95.3,24,100,12.5,rain,0,0,45.7,27.7,288.5,1005.9,97.7,4.1,30.4,2.7,1,10,2022-08-02T06:14:19,2022-08-02T18:46:06,0.16,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-03,25.6,23,24.3,25.6,23,24.3,23.7,96.4,13,100,12.5,rain,0,0,36.4,14.8,273,1005.8,99.4,3.4,15.8,1.4,1,10,2022-08-03T06:14:26,2022-08-03T18:45:49,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,ATVK,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-04,25.3,23.6,24.1,25.3,23.6,24.1,23.7,97.5,47,100,25,rain,0,0,58,29.5,274,1006.8,99.7,3.3,14,1.2,1,10,2022-08-04T06:14:33,2022-08-04T18:45:32,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-05,28,23,24.8,31.8,23,25.1,23.6,93.1,26,100,20.83,rain,0,0,41,13,261.7,1008.8,95.6,3.9,23,2.1,1,10,2022-08-05T06:14:39,2022-08-05T18:45:14,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-06,29,23,25.7,35.2,23,27.5,24.2,91.4,2,100,4.17,rain,0,0,29.9,20.5,276.5,1007.5,86.7,5,279.1,24.1,9,10,2022-08-06T06:14:45,2022-08-06T18:44:55,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-07,31.6,23.1,26.1,40.2,23.1,27.8,24.3,89.7,4,100,8.33,rain,0,0,42.5,25.9,275.1,1006.7,83.4,5.9,278.3,24,9,30,2022-08-07T06:14:51,2022-08-07T18:44:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-08,29.5,24,26.5,36.1,24,28.7,24.7,89.8,16,100,4.17,rain,0,0,41.8,22.3,264.1,1006.9,87.9,5.8,248,21.4,8,30,2022-08-08T06:14:56,2022-08-08T18:44:15,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-08-09,30,25,26.8,37.6,25,28.8,24.7,88.4,2.9,100,37.5,rain,0,0,34.9,25.9,264.4,1006.9,83.6,5.1,282.5,24.3,10,30,2022-08-09T06:15:00,2022-08-09T18:43:54,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-10,30,25,26.9,37.1,25,29.2,24.6,87.5,2.4,100,33.33,rain,0,0,31.7,22.3,273,1006.8,71.5,5,265.9,23,9,30,2022-08-10T06:15:04,2022-08-10T18:43:33,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-11,32.4,24,27.3,42.2,24,30.5,24.5,85.6,3.4,100,45.83,rain,0,0,40.7,27.7,305.7,1007.9,58.1,4.8,272.3,23.6,9,30,2022-08-11T06:15:08,2022-08-11T18:43:10,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-12,32.7,25,27.8,42.4,25,30.8,24.5,83.1,1,100,4.17,rain,0,0,23.4,24.1,312.4,1008.8,60.6,5.1,294.8,25.3,10,10,2022-08-12T06:15:12,2022-08-12T18:42:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-13,32,24,27.5,42,24,30.3,24.5,84.4,0.3,100,12.5,rain,0,0,27.7,22.3,317.7,1008.6,68.1,5.2,292.3,25.2,10,10,2022-08-13T06:15:15,2022-08-13T18:42:23,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-14,32.5,24,27.1,42.7,24,29.3,23.7,82.8,0,0,0,,0,0,31,22.3,334.4,1009.2,66.9,5.1,251.8,21.8,9,10,2022-08-14T06:15:17,2022-08-14T18:41:59,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-15,32,23,27.6,41.6,23,30.1,23.9,81.9,0,0,0,,0,0,35.6,22.3,326,1009.1,48.5,6.3,268.9,23.2,9,10,2022-08-15T06:15:19,2022-08-15T18:41:33,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-08-16,33,25,28.1,41.7,25,30.8,24.3,81.1,0,0,0,,0,0,29.5,24.1,323.6,1008.3,33.9,5.4,306.1,26.5,10,10,2022-08-16T06:15:21,2022-08-16T18:41:08,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-17,32,25,27.8,40.2,25,30.5,24.4,83.1,0.2,100,8.33,rain,0,0,23,27.7,302.3,1009.1,48.5,5.4,282.4,24.5,9,30,2022-08-17T06:15:22,2022-08-17T18:40:41,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-18,31.5,25.8,27.8,38.9,25.8,30.5,24.6,83.4,0.2,100,4.17,rain,0,0,25.6,25.9,314.6,1008.6,58.4,5.1,284,24.5,9,10,2022-08-18T06:15:23,2022-08-18T18:40:14,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-19,31,25.7,27.7,36.4,25.7,30.3,24.6,84.2,1.7,100,37.5,rain,0,0,33.5,23,317.3,1008.8,70.8,4.9,249.7,21.7,9,10,2022-08-19T06:15:23,2022-08-19T18:39:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999"
"Pakkil, kottayam, kerala",2022-08-20,31,25,27.4,36.4,25,29.9,24.5,84.8,1,100,25,rain,0,0,31.7,25.9,310.5,1009,61.1,4.6,276.6,23.8,9,10,2022-08-20T06:15:23,2022-08-20T18:39:18,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI"
"Pakkil, kottayam, kerala",2022-08-21,31,25,27.2,36.4,25,29.4,24.5,86,0.2,100,4.17,rain,0,0,31.7,24.1,300,1008.8,67.4,4.9,271.8,23.3,9,10,2022-08-21T06:15:23,2022-08-21T18:38:49,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-22,26,22.8,24.8,26,22.8,24.8,24,95.1,15.8,100,16.67,rain,0,0,37.1,18.4,310.9,1009.3,95.5,4.3,237.5,20.4,9,10,2022-08-22T06:15:23,2022-08-22T18:38:20,0.83,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,AUVM,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-23,28,24,25.2,31.8,24,25.9,23.8,91.9,3,100,8.33,rain,0,0,33.5,18.4,304.7,1009.4,97.8,4.8,97.6,8.5,8,10,2022-08-23T06:15:22,2022-08-23T18:37:50,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-24,28,21.9,24.7,31.1,21.9,25.4,23.7,93.2,43,100,8.33,rain,0,0,29.9,22.3,308.5,1010.5,94.9,4.7,27.4,2.3,1,10,2022-08-24T06:15:20,2022-08-24T18:37:20,0.9,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43353099999,AUVM,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-25,30,22.9,26,37.4,22.9,27.7,23.8,88,11.2,100,41.67,rain,0,0,29.9,22.3,297.9,1008.8,85,6.2,254.3,22.1,9,30,2022-08-25T06:15:19,2022-08-25T18:36:49,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-26,29.3,23.4,26.2,35.7,23.4,28,24.5,90.4,0.6,100,4.17,rain,0,0,31.7,24.1,306.6,1007.6,90,5.4,254.7,22,9,30,2022-08-26T06:15:17,2022-08-26T18:36:17,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-27,28,24,25.6,31.8,24,26.3,24.1,91.6,33.4,100,8.33,rain,0,0,31.7,29.5,300.9,1008.2,96.9,4.1,177.1,15.5,7,10,2022-08-27T06:15:14,2022-08-27T18:35:45,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-28,30,23,26.5,35,23,28.3,23.8,85.8,0.9,100,29.17,rain,0,0,37.1,27.7,293.2,1007.3,66.7,5.1,284.5,24.6,9,10,2022-08-28T06:15:12,2022-08-28T18:35:13,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-29,30,24.6,26.7,36.1,24.6,28.9,24.9,90.5,10,100,8.33,rain,0,0,37.1,25.9,309.1,1007.3,84.8,5,237.8,20.4,9,30,2022-08-29T06:15:09,2022-08-29T18:34:40,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-30,30,24,26.3,36.9,24,27.9,24.9,92,85,100,16.67,rain,0,0,18.4,24.1,297.4,1007.3,86.8,4.4,267.5,22.9,9,30,2022-08-30T06:15:06,2022-08-30T18:34:07,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-08-31,32,24,25.6,39,24,26.6,23.8,90.5,17,100,12.5,rain,0,0,37.1,14.8,166.6,1006.9,90.5,4.3,220,19.1,9,30,2022-08-31T06:15:02,2022-08-31T18:33:33,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-01,28.6,23,25.2,35.5,23,26.4,24,93.3,23,100,16.67,rain,0,0,23.8,11.2,162,1007.2,91,5.3,154,13.5,9,30,2022-09-01T06:14:58,2022-09-01T18:33:00,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-09-02,30,23.2,26.2,35,23.2,27.9,24,88.3,2.9,100,29.17,rain,0,0,22,14.8,167.8,1008,86.6,6.3,238.7,20.5,8,30,2022-09-02T06:14:54,2022-09-02T18:32:25,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-03,31,24,27.1,37.6,24,29.5,24.3,85.5,0.4,100,4.17,rain,0,0,19.8,14.8,172,1008.3,60.4,5.4,255,22.1,8,30,2022-09-03T06:14:50,2022-09-03T18:31:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-04,33,24,27.6,40.5,24,31.2,25.1,86.6,23,100,4.17,rain,0,0,13.3,13,268.5,1007.7,81.6,5.1,253.9,21.9,8,30,2022-09-04T06:14:46,2022-09-04T18:31:16,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-05,33,24,26.7,42,24,28.8,24.9,90.8,13,100,8.33,rain,0,0,25.6,22.3,221.1,1006.9,84.6,4.6,228.2,19.6,9,60,2022-09-05T06:14:41,2022-09-05T18:30:41,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-06,29.5,24,25.4,35.8,24,26.5,24.5,95.3,29,100,12.5,rain,0,0,32.8,20.5,273.9,1008,92.5,4.5,78.8,6.8,4,10,2022-09-06T06:14:36,2022-09-06T18:30:05,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-07,28,24,25.4,32.6,24,26.5,24.2,93.4,21,100,16.67,rain,0,0,31.7,18.4,234.1,1009.1,87.7,4.7,191.5,16.6,7,30,2022-09-07T06:14:32,2022-09-07T18:29:29,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-09-08,30,22.9,26.1,35.8,22.9,27.6,24.3,89.7,7,100,4.17,rain,0,0,22.3,22.3,289.4,1008.7,83.2,5.6,261.6,22.7,9,10,2022-09-08T06:14:26,2022-09-08T18:28:53,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-09,30.1,24,26.4,35.6,24,28.3,24.4,89.2,6,100,8.33,rain,0,0,21.2,22.3,252.5,1008.6,85.1,4.4,237.5,20.8,9,10,2022-09-09T06:14:21,2022-09-09T18:28:17,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-10,30.2,24,26.4,37.2,24,28.4,24.5,90,14,100,8.33,rain,0,0,24.8,18.4,268.1,1009.1,84.1,5,243.3,21.2,9,10,2022-09-10T06:14:16,2022-09-10T18:27:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-09-11,30.3,25,26.9,37.4,25,29.1,24.7,88.3,4.6,100,41.67,rain,0,0,31.7,139,257.5,1008.8,81.4,5,252.7,21.9,8,10,2022-09-11T06:14:10,2022-09-11T18:27:04,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-12,31,24,26.6,38.5,24,28.7,24.8,90,3,100,37.5,rain,0,0,31.7,22.3,268.3,1008.5,77.6,4.6,284.8,24.7,9,10,2022-09-12T06:14:05,2022-09-12T18:26:28,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-13,31,24,26.6,38.7,24,28.9,24.3,87.9,7,100,8.33,rain,0,0,15.5,16.6,279.1,1009.7,71.9,5.5,280,24.2,9,10,2022-09-13T06:13:59,2022-09-13T18:25:51,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-09-14,30,24,27.1,37.1,24,29.7,24.4,85.7,0.8,100,25,rain,0,0,15.1,22.3,306.2,1011.2,78.2,4.6,274,23.8,9,10,2022-09-14T06:13:54,2022-09-14T18:25:14,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-15,32.8,24,27.5,42.2,24,30.2,24.1,82.8,0.1,100,4.17,rain,0,0,21.2,22.3,302,1011.8,53.2,5.2,303.1,26.4,10,10,2022-09-15T06:13:48,2022-09-15T18:24:37,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-16,33.2,23,27.3,43.1,23,30,24.2,84.2,0.4,100,4.17,rain,0,0,31.7,25.9,311.2,1010.1,46.8,4.9,264.5,23,9,30,2022-09-16T06:13:42,2022-09-16T18:24:00,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-17,32.5,24,27.3,42.4,24,30.1,24.7,86.5,2.3,100,33.33,rain,0,0,16.9,18.4,314.5,1009.8,56.6,4.9,260.8,22.7,9,30,2022-09-17T06:13:36,2022-09-17T18:23:23,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-18,32.5,23.9,27.5,41,23.9,30.6,24.5,84.2,0.5,100,20.83,rain,0,0,31.7,20.5,309.6,1010.2,50.9,6,263,22.7,8,30,2022-09-18T06:13:31,2022-09-18T18:22:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-19,31,25,27.5,37.7,25,30.4,24.8,85.9,4.2,100,8.33,rain,0,0,33.5,18.4,302.1,1010.1,65,4.9,237.5,20.4,8,30,2022-09-19T06:13:25,2022-09-19T18:22:09,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-20,32.7,24,27.5,43.5,24,29.8,24.5,84.9,0.4,100,16.67,rain,0,0,18.7,18.4,319.8,1010.2,47.2,5.1,258.4,22.2,8,30,2022-09-20T06:13:19,2022-09-20T18:21:32,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43353099999,ATVK,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-21,32.5,23,27.5,42.1,23,29.9,24,82.8,0.1,100,4.17,rain,0,0,19.4,16.6,296,1010.2,40.9,6.8,300.1,25.9,10,10,2022-09-21T06:13:14,2022-09-21T18:20:55,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,ATVK,VOCI,43355099999,43354099999,remote,43352099999"
"Pakkil, kottayam, kerala",2022-09-22,33.5,24,27.6,43.4,24,30.1,23.9,81.6,0.2,100,8.33,rain,0,0,17.3,16.6,291.1,1010.1,37.8,5.3,286.9,24.9,10,10,2022-09-22T06:13:08,2022-09-22T18:20:18,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-23,32.6,23,27.5,41.8,23,29.8,23.7,81.3,0.4,100,16.67,rain,0,0,16.9,16.6,297.7,1011,40.5,6.9,274.9,23.8,9,10,2022-09-23T06:13:03,2022-09-23T18:19:41,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,remote,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-24,33.2,24,27.6,42.8,24,30.3,23.8,81,0.1,100,4.17,rain,0,0,31.7,22.3,322.7,1010.1,41.4,5.1,277,24.1,9,10,2022-09-24T06:12:57,2022-09-24T18:19:04,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-25,33.9,24,27.7,43.8,24,30.2,23.9,81,0.1,100,4.17,rain,0,0,33.5,24.1,314.7,1008.5,43,5.3,290.3,25.1,10,30,2022-09-25T06:12:52,2022-09-25T18:18:27,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-26,32.5,25,27.5,40.3,25,29.3,23.6,81.1,2.3,100,16.67,rain,0,0,33.5,18.4,328.8,1009.3,56,5.3,295,25.5,10,30,2022-09-26T06:12:47,2022-09-26T18:17:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
"Pakkil, kottayam, kerala",2022-09-27,33.4,23,27.4,44.1,23,29.6,23.6,81.3,0.3,100,12.5,rain,0,0,27,20.5,317.8,1009,42,5.4,273.6,23.7,9,30,2022-09-27T06:12:42,2022-09-27T18:17:15,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43353099999,VOCI,43355099999,43354099999,43352099999"
